ACTIVATION_DATE,CIRCLE_ID,EMIRATE_NAME,SUBS_KEY,MSISDN,ACQUISITION_REGION,ACQUISITION_POS,PRE_POST_IND,CUSTOMER_TYPE,ACQUISITION_SALES_CHANNEL_KEY,ACQUISITION_CIRCLE_HEAD,ACQUISITION_ZONAL_BRANCH_MANAGER,ACQUISITION_AREA_SALES_MANAGER,ACQUISITION_SALES_PARTNER_CHANNEL_KEY,ACQUISITION_DISTRIBUTOR,ACQUISITION_RETAILER,MIGRATION_TYPE,DISCONNECTION_DATE,ACTIVATION_PRODUCT_ID,NETWORK_TYPE,ACTIVATION_HANDSET,FIRST_USE_DATE,FIRST_USAGES_NW_TOWER_ID,FIRST_USAGES_ZONE,CURRENT_STATUS_OF_SUBSCRIBER,RECORD_INSERT_DATE,RECORD_UPDATE_DATE
2016-01-31 00:00:00.000,7,Um Al Qwain,5.64842E+16,564841529,Um Al Qwain,Safeer Mall,1,Retail,GAA,G-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,New Connection,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,3G,32861309,2016-01-31 00:00:00.000,NWUm Al Qwain650,Um Al Qwain,Active,2016-01-31 00:00:00.000,06-10-2020
2016-01-31 00:00:00.000,1,Abu Dhabi,5.68197E+16,568196987,Abu Dhabi,World Trade Center Mall,2,Enterprise,ADB,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,65396625,2016-01-31 00:00:00.000,NWAbu Dhabi903,Abu Dhabi,Active,2016-01-31 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,5,Ras Al Khaimah,5.03318E+16,503318053,Ras Al Khaimah,Manar Mall,1,Retail,EBA,E-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,3G,81120100,2016-02-01 00:00:00.000,NWRas Al Khaimah618,Ras Al Khaimah,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,1,Abu Dhabi,5.04264E+16,504264075,Abu Dhabi,Mushrif Mall,1,Enterprise,ACB,A-Mr. Circle Head Sales,C-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,4G,66276088,2016-02-01 00:00:00.000,NWAbu Dhabi964,Abu Dhabi,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,2,Ajman,5.64836E+16,564835712,Ajman,Galleria Mall,1,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,27-08-2017,no package,3G,70652875,2016-02-01 00:00:00.000,NWAjman550,Ajman,Inactive,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,1,Abu Dhabi,5.68861E+16,568861278,Abu Dhabi,Mushrif Mall,2,Retail,ACA,A-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,3G,49093301,2016-02-01 00:00:00.000,NWAbu Dhabi786,Abu Dhabi,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,7,Um Al Qwain,5.61106E+16,561105763,Um Al Qwain,Galleria Mall,2,Enterprise,GBB,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,GB,G-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,60747600,2016-02-01 00:00:00.000,NWUm Al Qwain295,Um Al Qwain,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,2,Ajman,5.01068E+16,501067596,Ajman,Galleria Mall,2,Enterprise,BBB,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,68006663,2016-02-01 00:00:00.000,NWAjman803,Ajman,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,1,Abu Dhabi,5.69436E+16,569435616,Abu Dhabi,Mushrif Mall,1,Retail,ACA,A-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,3G,88306581,2016-02-01 00:00:00.000,NWAbu Dhabi813,Abu Dhabi,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,5,Ras Al Khaimah,5.66426E+16,566425741,Ras Al Khaimah,RAK Mall,1,Enterprise,EAB,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,EB,E-Mr. Distributor,B-Mr. Retailer,MNP,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,3G,47281984,2016-02-01 00:00:00.000,NWRas Al Khaimah254,Ras Al Khaimah,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,1,Abu Dhabi,5.61402E+16,561401820,Abu Dhabi,Abu Dhabi Mall,2,Enterprise,AAB,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,31149059,2016-02-01 00:00:00.000,NWAbu Dhabi970,Abu Dhabi,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-01 00:00:00.000,5,Ras Al Khaimah,5.65422E+16,565422017,Ras Al Khaimah,RAK Mall,2,Enterprise,EAB,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,EB,E-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,35983176,2016-02-01 00:00:00.000,NWRas Al Khaimah399,Ras Al Khaimah,Active,2016-02-01 00:00:00.000,06-10-2020
2016-02-07 00:00:00.000,2,Ajman,5.03121E+16,503121207,Ajman,Safeer Mall,1,Enterprise,BAB,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,3G,18360606,2016-02-07 00:00:00.000,NWAjman576,Ajman,Active,2016-02-07 00:00:00.000,06-10-2020
2016-02-07 00:00:00.000,5,Ras Al Khaimah,5.09503E+16,509503342,Ras Al Khaimah,Manar Mall,2,Enterprise,EBB,E-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,EB,E-Mr. Distributor,B-Mr. Retailer,New Connection,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,3G,76426113,2016-02-07 00:00:00.000,NWRas Al Khaimah245,Ras Al Khaimah,Active,2016-02-07 00:00:00.000,06-10-2020
2016-02-07 00:00:00.000,4,Fujairah,5.03694E+16,503693981,Fujairah,Safeer Mall,1,Retail,DAA,D-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,DA,D-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,59100133,2016-02-07 00:00:00.000,NWFujairah299,Fujairah,Active,2016-02-07 00:00:00.000,06-10-2020
2016-02-07 00:00:00.000,1,Abu Dhabi,5.04344E+16,504343973,Abu Dhabi,World Trade Center Mall,1,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,57515790,2016-02-07 00:00:00.000,NWAbu Dhabi529,Abu Dhabi,Active,2016-02-07 00:00:00.000,06-10-2020
2016-02-07 00:00:00.000,3,Dubai,5.65633E+16,565632626,Dubai,Deira City Center,1,Retail,CCA,C-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,CA,C-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,85266265,2016-02-07 00:00:00.000,NWDubai712,Dubai,Active,2016-02-07 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.04841E+16,504840621,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,New Connection,14-09-2018,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,50602659,2016-02-08 00:00:00.000,NWAjman698,Ajman,Inactive,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.01456E+16,501456160,Ajman,Galleria Mall,2,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,52011012,2016-02-08 00:00:00.000,NWAjman945,Ajman,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,5,Ras Al Khaimah,5.06903E+16,506903117,Ras Al Khaimah,Manar Mall,1,Retail,EBA,E-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,31496048,2016-02-08 00:00:00.000,NWRas Al Khaimah422,Ras Al Khaimah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,5,Ras Al Khaimah,5.66837E+16,566836837,Ras Al Khaimah,RAK Mall,1,Enterprise,EAB,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,EB,E-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,43132612,2016-02-08 00:00:00.000,NWRas Al Khaimah639,Ras Al Khaimah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,7,Um Al Qwain,5.01061E+16,501060568,Um Al Qwain,Safeer Mall,1,Retail,GAA,G-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,33250103,2016-02-08 00:00:00.000,NWUm Al Qwain342,Um Al Qwain,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,1,Abu Dhabi,5.08438E+16,508438455,Abu Dhabi,Abu Dhabi Mall,1,Retail,AAA,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,77123693,2016-02-08 00:00:00.000,NWAbu Dhabi515,Abu Dhabi,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,1,Abu Dhabi,5.04814E+16,504814399,Abu Dhabi,World Trade Center Mall,1,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,64979428,2016-02-08 00:00:00.000,NWAbu Dhabi711,Abu Dhabi,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,7,Um Al Qwain,5.04167E+16,504167127,Um Al Qwain,Galleria Mall,1,Retail,GBA,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,64272544,2016-02-08 00:00:00.000,NWUm Al Qwain674,Um Al Qwain,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,5,Ras Al Khaimah,5.03421E+16,503421294,Ras Al Khaimah,RAK Mall,1,Retail,EAA,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,51559733,2016-02-08 00:00:00.000,NWRas Al Khaimah318,Ras Al Khaimah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,3,Dubai,5.05707E+16,505706760,Dubai,Burjuman Mall,1,Enterprise,CBB,C-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,CB,C-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,39901994,2016-02-08 00:00:00.000,NWDubai988,Dubai,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.06671E+16,506670939,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,73114734,2016-02-08 00:00:00.000,NWAjman580,Ajman,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,5,Ras Al Khaimah,5.01984E+16,501984409,Ras Al Khaimah,Al Naeem Mall,1,Retail,ECA,E-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,3G,47266092,2016-02-08 00:00:00.000,NWRas Al Khaimah530,Ras Al Khaimah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,6,Sharjah,5.67789E+16,567788936,Sharjah,Sahara Centre,1,Enterprise,FAB,F-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,FB,F-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,10116736,2016-02-08 00:00:00.000,NWSharjah996,Sharjah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,4,Fujairah,5.04717E+16,504717449,Fujairah,Safeer Mall,1,Retail,DAA,D-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,DA,D-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,33297768,2016-02-08 00:00:00.000,NWFujairah787,Fujairah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.08079E+16,508079058,Ajman,Galleria Mall,2,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,3G,14227471,2016-02-08 00:00:00.000,NWAjman821,Ajman,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.64478E+16,564477893,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,48779585,2016-02-08 00:00:00.000,NWAjman435,Ajman,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,6,Sharjah,5.08013E+16,508012756,Sharjah,Sharjah City Centre,2,Retail,FBA,F-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,3G,52148313,2016-02-08 00:00:00.000,NWSharjah377,Sharjah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,1,Abu Dhabi,5.01428E+16,501427534,Abu Dhabi,Marina Mall,2,Retail,ABA,A-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,92323835,2016-02-08 00:00:00.000,NWAbu Dhabi698,Abu Dhabi,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,1,Abu Dhabi,5.09389E+16,509388686,Abu Dhabi,World Trade Center Mall,1,Enterprise,ADB,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,15326916,2016-02-08 00:00:00.000,NWAbu Dhabi467,Abu Dhabi,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,3,Dubai,5.09288E+16,509287560,Dubai,Dubai Mall,1,Retail,CAA,C-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,CA,C-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,12034989,2016-02-08 00:00:00.000,NWDubai270,Dubai,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,5,Ras Al Khaimah,5.08463E+16,508462841,Ras Al Khaimah,RAK Mall,1,Retail,EAA,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,4G,89491757,2016-02-08 00:00:00.000,NWRas Al Khaimah750,Ras Al Khaimah,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.06492E+16,506491822,Ajman,Galleria Mall,2,Enterprise,BBB,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,New Connection,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,70651508,2016-02-08 00:00:00.000,NWAjman187,Ajman,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.05834E+16,505833974,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,19331586,2016-02-08 00:00:00.000,NWAjman205,Ajman,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.67104E+16,567103847,Ajman,Galleria Mall,1,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,05-06-2019,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,50990634,2016-02-08 00:00:00.000,NWAjman443,Ajman,Inactive,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,2,Ajman,5.03731E+16,503730750,Ajman,Galleria Mall,1,Enterprise,BBB,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,16-11-2018,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,88717039,2016-02-08 00:00:00.000,NWAjman720,Ajman,Inactive,2016-02-08 00:00:00.000,06-10-2020
2016-02-08 00:00:00.000,1,Abu Dhabi,5.01178E+16,501178344,Abu Dhabi,World Trade Center Mall,2,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,99577382,2016-02-08 00:00:00.000,NWAbu Dhabi817,Abu Dhabi,Active,2016-02-08 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,2,Ajman,5.06911E+16,506910553,Ajman,Galleria Mall,1,Enterprise,BBB,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,11266417,2016-02-09 00:00:00.000,NWAjman876,Ajman,Active,2016-02-09 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,5,Ras Al Khaimah,5.06116E+16,506116447,Ras Al Khaimah,RAK Mall,1,Retail,EAA,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,4G,63442716,2016-02-09 00:00:00.000,NWRas Al Khaimah382,Ras Al Khaimah,Active,2016-02-09 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,5,Ras Al Khaimah,5.07888E+16,507887632,Ras Al Khaimah,RAK Mall,2,Retail,EAA,E-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,31956224,2016-02-09 00:00:00.000,NWRas Al Khaimah809,Ras Al Khaimah,Active,2016-02-09 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,6,Sharjah,5.02567E+16,502566553,Sharjah,Sahara Centre,2,Retail,FAA,F-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,15647179,2016-02-09 00:00:00.000,NWSharjah893,Sharjah,Active,2016-02-09 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,4,Fujairah,5.64798E+16,564798263,Fujairah,Galleria Mall,1,Enterprise,DBB,D-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,DB,D-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,21-02-2018,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,30971518,2016-02-09 00:00:00.000,NWFujairah795,Fujairah,Inactive,2016-02-09 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,6,Sharjah,5.09055E+16,509054531,Sharjah,Sharjah City Centre,1,Retail,FBA,F-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,45825795,2016-02-09 00:00:00.000,NWSharjah347,Sharjah,Active,2016-02-09 00:00:00.000,06-10-2020
2016-02-09 00:00:00.000,5,Ras Al Khaimah,5.61158E+16,561157777,Ras Al Khaimah,Al Naeem Mall,1,Retail,ECA,E-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,3G,21153653,2016-02-09 00:00:00.000,NWRas Al Khaimah861,Ras Al Khaimah,Active,2016-02-09 00:00:00.000,06-10-2020
2016-02-10 00:00:00.000,2,Ajman,5.04141E+16,504141081,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,3G,74672599,2016-02-10 00:00:00.000,NWAjman335,Ajman,Active,2016-02-10 00:00:00.000,06-10-2020
2016-02-10 00:00:00.000,7,Um Al Qwain,5.01287E+16,501287259,Um Al Qwain,Galleria Mall,1,Enterprise,GBB,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,GB,G-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,95656559,2016-02-10 00:00:00.000,NWUm Al Qwain888,Um Al Qwain,Active,2016-02-10 00:00:00.000,06-10-2020
2016-02-10 00:00:00.000,5,Ras Al Khaimah,5.0317E+16,503170470,Ras Al Khaimah,Manar Mall,1,Retail,EBA,E-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,34751981,2016-02-10 00:00:00.000,NWRas Al Khaimah188,Ras Al Khaimah,Active,2016-02-10 00:00:00.000,06-10-2020
2016-02-10 00:00:00.000,1,Abu Dhabi,5.05007E+16,505006972,Abu Dhabi,World Trade Center Mall,1,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,18490738,2016-02-10 00:00:00.000,NWAbu Dhabi925,Abu Dhabi,Active,2016-02-10 00:00:00.000,06-10-2020
2016-02-10 00:00:00.000,7,Um Al Qwain,5.07114E+16,507114496,Um Al Qwain,Galleria Mall,1,Retail,GBA,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,4G,43529302,2016-02-10 00:00:00.000,NWUm Al Qwain813,Um Al Qwain,Active,2016-02-10 00:00:00.000,06-10-2020
